,Gap between chat initiation,Last Chat Duration,Partial Chat Overlap?,Duration of break before chat,Break before chat?,Overlap time with previous chat,Num ongoing chats before response,Previous chat claim_time_in_minutes,Previous chat response_time_in_minutes,Previous chat interaction_time_in_minutes,Previous chat resolution_time_in_minutes,Previous chat handle_time_in_minutes,Previous chat message_count,Previous chat avg_message_count_in_exchange,Previous chat exchange_count,Previous chat avg_duration_per_message,Previous chat avg_duration_per_exchange,Repeat Technicians,Times already dealt with technician on day,Num chats handled so far,State change,Main State,Last Chat Duration Adj,Last Chat Duration beore response,Duration of last nonstop session before response,Dedicated Operator,time_since_requesters_last_request_mins,Chat for first time in day,Subsequent chat in day,Never chat before,Chat before,"Chat for first time in day, never chat before","Chat for first time in day, chat before","Subsequent chat in day, never chat before","Subsequent chat in day, chat before",Total duration of chat with tech before,State_QLD,State_SA,State_TAS,State_VIC,State_WA,REPORT DAY_Monday,REPORT DAY_Thursday,REPORT DAY_Tuesday,REPORT DAY_Wednesday,HOUR_10 AM,HOUR_11 AM,HOUR_12 PM,HOUR_2 PM,HOUR_3 PM,HOUR_4 PM,HOUR_5 PM,HOUR_6 PM,HOUR_7 AM,HOUR_8 AM,HOUR_9 AM,owner_owner10,owner_owner11,owner_owner12,owner_owner13,owner_owner14,owner_owner16,owner_owner17,owner_owner3,owner_owner4,owner_owner6,owner_owner7,owner_owner9,requester_requester10,requester_requester100,requester_requester101,requester_requester102,requester_requester103,requester_requester104,requester_requester105,requester_requester106,requester_requester107,requester_requester108,requester_requester109,requester_requester11,requester_requester110,requester_requester111,requester_requester112,requester_requester113,requester_requester114,requester_requester115,requester_requester116,requester_requester117,requester_requester118,requester_requester119,requester_requester12,requester_requester120,requester_requester121,requester_requester122,requester_requester123,requester_requester124,requester_requester125,requester_requester126,requester_requester127,requester_requester129,requester_requester13,requester_requester131,requester_requester132,requester_requester133,requester_requester134,requester_requester136,requester_requester137,requester_requester138,requester_requester139,requester_requester14,requester_requester140,requester_requester141,requester_requester142,requester_requester143,requester_requester144,requester_requester145,requester_requester146,requester_requester147,requester_requester148,requester_requester149,requester_requester15,requester_requester151,requester_requester152,requester_requester153,requester_requester154,requester_requester155,requester_requester156,requester_requester158,requester_requester159,requester_requester16,requester_requester160,requester_requester161,requester_requester162,requester_requester163,requester_requester164,requester_requester165,requester_requester166,requester_requester167,requester_requester17,requester_requester19,requester_requester2,requester_requester20,requester_requester21,requester_requester22,requester_requester23,requester_requester24,requester_requester25,requester_requester27,requester_requester28,requester_requester29,requester_requester3,requester_requester30,requester_requester31,requester_requester32,requester_requester33,requester_requester34,requester_requester35,requester_requester36,requester_requester37,requester_requester38,requester_requester39,requester_requester4,requester_requester40,requester_requester42,requester_requester43,requester_requester44,requester_requester45,requester_requester47,requester_requester48,requester_requester50,requester_requester51,requester_requester52,requester_requester53,requester_requester54,requester_requester55,requester_requester56,requester_requester57,requester_requester58,requester_requester6,requester_requester60,requester_requester61,requester_requester62,requester_requester63,requester_requester64,requester_requester65,requester_requester66,requester_requester67,requester_requester68,requester_requester69,requester_requester7,requester_requester70,requester_requester71,requester_requester74,requester_requester75,requester_requester76,requester_requester77,requester_requester78,requester_requester79,requester_requester80,requester_requester81,requester_requester82,requester_requester83,requester_requester85,requester_requester86,requester_requester87,requester_requester88,requester_requester9,requester_requester90,requester_requester91,requester_requester92,requester_requester93,requester_requester94,requester_requester95,requester_requester96,requester_requester97,requester_requester98,requester_requester99,Sum of SLA Pass
35,12.63333333,53.48333334,1,0.0,0,40.85,2,2.6166,3.95,57.4166,67.6666,54.8,13,1.625,8,4.114102564,6.685416667,0,0,2,0,1,53.48333334,12.63333333,12.91666666,1,0.0,1,0,1,0,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,11.68333334,44.96666667,1,0.0,0,2.983333329,3,0.9833,1.1166,46.0833,49.7833,45.0833,15,1.5,10,2.997777778,4.496666667,0,0,3,0,1,44.96666667,11.68333334,24.6,1,0.0,1,0,1,0,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,119.4333333,2.983333329,0,86.15,1,0.0,0,1.6666,2.8499999999999996,4.8833,4.9333,3.2,3,1.5,2,0.994444443,1.491666664,0,0,8,0,1,36.611666663,3.8783333277000005,57.88333333,1,1291.09895,1,0,0,1,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,44.7,5.583333339,0,39.11666666,1,0.0,0,0.1,7.9749,10.8833,14.0333,10.7833,2,1.0,2,2.79166667,2.79166667,0,1,7,0,1,6.7000000068,6.7000000068,5.583333339,1,189.1391667,0,1,0,1,0,0,0,1,53.48333334,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,7.8,26.96666666,1,0.0,0,19.16666666,1,0.4666,3.25,30.2166,31.7,29.75,22,2.2,10,1.225757576,2.696666666,0,0,6,0,1,26.96666666,7.8,7.8,1,1269.46455,1,0,0,1,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,16.31666667,21.96666667,1,0.0,0,5.650000001,2,0.1666,0.25,22.2166,26.2166,22.05,25,2.5,10,0.878666667,2.196666667,0,0,7,0,1,21.96666667,16.31666667,24.11666667,1,129.44205,1,0,0,1,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,13.3,0.0,0,17.4,1,0.0,0,1.0166,1.7666,1.7666,4.0666,0.75,2,1.0,2,0.0,0.0,0,2,9,0,1,1.699999999,0.0,36.3,1,50.55633333,0,1,0,1,0,0,0,1,80.45,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,6.783333337,11.26666667,1,0.0,0,4.383333331,1,11.8666,12.1666,23.45,23.45,11.5666,4,2.0,2,2.816666668,5.633333335,0,0,2,0,1,11.26666667,6.783333337,8.933333337,1,4071.635417,1,0,0,1,0,1,0,0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,9.1,4.383333331,0,6.925000000499999,1,0.0,0,0.3,0.7,5.0833,5.0833,4.7833,4,1.333333333,3,1.095833333,1.46111111,0,0,3,0,1,4.483333334,4.383333331,13.41666667,1,9701.542283,1,0,1,0,1,0,0,0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,20.46666666,6.533333331,0,20.899999995,1,0.0,0,1.3,1.7166,8.25,8.2666,6.95,7,1.4,5,0.933333333,1.306666666,0,0,4,0,1,6.533333331,6.533333331,6.533333331,1,4093.44905,1,0,0,1,0,1,0,0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,95.11666667,1.133333326,0,90.63333333,1,0.0,0,2.05,3.27495,3.3333,3.3666,1.2833,5,1.666666667,3,0.226666665,0.377777775,0,1,9,0,1,5.3800000008,1.3599999912,6.383333338,1,142.2966667,0,1,0,1,0,0,0,1,11.26666667,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,73.38333333,0.0,0,110.074999995,1,0.0,0,1.3,3.2333,3.2333,5.05,1.9333,2,1.0,2,0.0,0.0,0,1,7,0,1,0.0,0.0,0.0,1,168.8437,0,1,0,1,0,0,0,1,6.383333338,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,66.6,9.883333339,0,85.07499999000001,1,0.0,0,1.9666,2.9166,12.8,24.4333,10.8166,8,2.0,4,1.235416667,2.470833335,0,0,8,0,1,9.883333339,9.883333339,9.883333339,1,9997.779233,1,0,1,0,1,0,0,0,0.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,25.78333334,6.433333339,0,29.025000000000002,1,0.0,0,1.9833,2.0666,8.5,8.5166,6.5,11,1.571428571,7,0.584848485,0.91904762,0,0,9,0,1,6.433333339,6.433333339,6.433333339,1,4118.422167,1,0,0,1,0,1,0,0,0.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,26.46666667,14.15000001,0,10.149999999,1,0.0,0,1.4833,2.1166,16.2666,16.3166,14.7666,13,2.166666667,6,1.088461539,2.358333335,0,1,11,0,1,19.70000001,14.15000001,20.0,1,26.72756667,0,1,0,1,0,0,0,1,20.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,35.65,13.51666667,0,33.199999995,1,0.0,0,0.8,1.4666,14.9833,17.9333,14.1833,12,1.333333333,9,1.126388889,1.501851853,0,0,1,0,1,13.51666667,13.51666667,13.51666667,1,1021.513683,1,0,0,1,0,1,0,0,0.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,0.399999999,5.416666665,1,0.0,0,5.016666666,1,3.3833,8.9499,11.3833,11.4,7.9833,6,2.0,3,0.902777778,1.805555555,0,1,6,0,1,5.9583333315,0.4799999988,0.399999999,1,30.33401667,0,1,0,1,0,0,0,1,20.66666667,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,17.81666667,13.31666667,0,6.7500000060000005,1,0.0,0,0.5666,0.85,14.1666,14.2333,13.6,11,2.75,4,1.210606061,3.329166667,0,0,5,0,1,13.31666667,13.31666667,13.31666667,1,1308.2044,1,0,1,0,1,0,0,0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,31.79999999,30.23333333,0,1.566666666,1,0.0,0,0.5166,1.99995,31.5666,31.6666,31.0333,26,2.6,10,1.162820513,3.023333333,0,0,12,0,1,36.279999996,33.256666663000004,30.23333333,1,1846.840133,1,0,0,1,0,1,0,0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,10.7,6.816666668,0,5.824999995000001,1,0.0,0,0.7,1.3166,8.1333,10.4666,7.4333,5,1.25,4,1.363333334,1.704166667,0,0,1,0,1,6.816666668,6.816666668,6.816666668,1,8346.370067,1,0,0,1,0,1,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68,164.6333333,8.733333332,0,233.85000000000002,1,0.0,0,0.2333,0.5333,9.2666,14.6666,9.0166,4,2.0,2,2.183333333,4.366666666,0,0,2,0,1,8.733333332,8.733333332,8.733333332,1,10.46175,1,0,0,1,0,1,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69,28.93333333,12.61666666,0,24.475000005,1,0.0,0,2.15,2.8333,15.45,15.55,13.3,7,1.75,4,1.802380952,3.154166665,0,0,3,0,1,12.61666666,12.61666666,12.61666666,1,1184.910633,1,0,0,1,0,1,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,112.15,0.0,0,168.22500000000002,1,0.0,0,1.0666,2.4666,2.4666,6.2,1.4,2,1.0,2,0.0,0.0,0,0,1,0,1,0.0,0.0,0.0,1,0.0,1,0,1,0,1,0,0,0,0.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,2.16666667,6.966666671,1,0.0,0,19.6,2,1.0333,1.8833,8.8333,19.2666,7.8,9,1.125,8,0.774074075,0.870833334,0,0,3,0,1,24.91666667,2.16666667,7.183333336,1,14121.6481,1,0,1,0,1,0,0,0,0.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
